GEO,TOUR_MEASURE,HOTEL_STA,FREQ,TIME_PERIOD,TERRTYPO,ACTIVITY,TOUR_RESID,UNIT_LOC_RANKING,OBS_STATUS,DECIMALS,UNIT_MULT,OBS_STATUS_FR,CONF_STATUS,OBS_VALUE_NIVEAU
2023-DEP-95,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,298.58
2023-DEP-89,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,48.17
2023-DEP-58,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,28.71
2023-DEP-84,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,244.34
2023-DEP-84,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,291.09
2023-DEP-58,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,34.55
2023-DEP-58,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,34.99
2023-DEP-95,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,351.57
2023-DEP-95,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,267.52
2023-DEP-84,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,176.6
2023-DEP-58,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,36.49
2023-DEP-17,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,94.12
2023-DEP-89,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,71.06
2023-DEP-89,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,32.91
2023-DEP-17,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,219.15
2023-DEP-17,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,299.1
2023-DEP-17,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,166.09
2023-DEP-95,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,339.88
2023-DEP-95,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,236.27
2023-DEP-17,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,85.39
2023-DEP-58,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,17.6
2023-DEP-58,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,23.67
2023-DEP-95,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,289.85
2023-DEP-95,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,349.55
2023-DEP-17,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,227.15
2023-DEP-16,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,37.87
2023-DEP-16,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,33.63
2023-DEP-16,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,52.52
2023-DEP-16,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,30.23
2023-DEP-16,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,34.81
2023-DEP-16,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,45.76
2023-DEP-16,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,43.41
2023-DEP-55,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,10.23
2023-DEP-06,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,1243.06
2023-DEP-09,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,16.95
2023-DEP-76,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,247.14
2023-DEP-24,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,41.48
2023-DEP-55,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,12.49
2023-DEP-76,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,264.5
2023-DEP-06,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,1006.24
2023-DEP-88,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,82.74
2023-DEP-88,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,72.5
2023-DEP-88,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,49.71
2023-DEP-07,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,23.57
2023-DEP-76,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,139.64
2023-DEP-06,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,798.16
2023-DEP-24,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,28.1
2023-DEP-76,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,248.11
2023-DEP-24,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,61.52
2023-DEP-55,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,20.07
2023-DEP-09,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,12.86
2023-DEP-09,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,15.12
2023-DEP-24,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,96.72
2023-DEP-06,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,650.22
2023-DEP-76,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,191.61
2023-DEP-55,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,14.15
2023-DEP-76,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,176.49
2023-DEP-07,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,69.42
2023-DEP-06,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,389.95
2023-DEP-974,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,96.72
2023-DEP-88,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,52.35
2023-DEP-974,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,111.08
2023-DEP-06,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,1065.0
2023-DEP-974,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,128.59
2023-DEP-06,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,508.93
2023-DEP-75,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,3259.7
2023-DEP-09,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,25.23
2023-DEP-974,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,133.23
2023-DEP-07,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,89.04
2023-DEP-974,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,93.66
2023-DEP-55,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,19.17
2023-DEP-09,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,20.97
2023-DEP-75,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,2710.55
2023-DEP-24,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,98.04
2023-DEP-07,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,41.41
2023-DEP-24,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,112.59
2023-DEP-09,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,11.03
2023-DEP-09,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,14.32
2023-DEP-07,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,21.7
2023-DEP-974,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,125.2
2023-DEP-24,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,32.23
2023-DEP-88,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,51.78
2023-DEP-76,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,126.02
2023-DEP-55,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,8.84
2023-DEP-87,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,47.25
2023-DEP-55,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,17.16
2023-DEP-88,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,74.4
2023-DEP-75,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,3502.26
2023-DEP-88,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,64.07
2023-DEP-971,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,97.38
2023-DEP-974,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,130.88
2023-DEP-75,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,3291.28
2023-DEP-07,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,12.75
2023-DEP-87,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,59.83
2023-DEP-07,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,71.5
2023-DEP-971,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,123.63
2023-DEP-75,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,2648.42
2023-DEP-10,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,91.5
2023-DEP-10,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,55.64
2023-DEP-10,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,73.22
2023-DEP-87,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,55.04
2023-DEP-10,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,43.61
2023-DEP-87,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,65.01
2023-DEP-10,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,44.44
2023-DEP-53,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,21.68
2023-DEP-10,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,56.32
2023-DEP-87,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,35.16
2023-DEP-87,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,48.89
2023-DEP-971,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,145.95
2023-DEP-03,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,32.7
2023-DEP-03,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,68.49
2023-DEP-971,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,99.98
2023-DEP-75,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,3052.36
2023-DEP-75,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,3251.58
2023-DEP-971,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,75.67
2023-DEP-53,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,24.22
2023-DEP-53,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,33.43
2023-DEP-03,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,86.98
2023-DEP-53,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,27.88
2023-DEP-53,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,22.69
2023-DEP-87,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,39.72
2023-DEP-53,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,25.26
2023-DEP-10,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,71.76
2023-DEP-53,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,31.51
2023-DEP-03,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,55.27
2023-DEP-971,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,147.79
2023-DEP-03,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,50.3
2023-DEP-03,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,73.63
2023-DEP-971,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,147.42
2023-DEP-03,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,36.75
2023-DEP-43,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,33.03
2023-DEP-43,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,13.4
2023-DEP-72,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,48.55
2023-DEP-72,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,94.6
2023-DEP-72,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,80.13
2023-DEP-43,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,31.07
2023-DEP-43,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,37.96
2023-DEP-43,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,23.39
2023-DEP-43,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,11.35
2023-DEP-72,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,70.01
2023-DEP-72,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,50.36
2023-DEP-72,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,61.87
2023-DEP-72,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,86.41
2023-DEP-43,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,16.92
2023-DEP-79,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,32.56
2023-DEP-91,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,181.07
2023-DEP-79,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,31.57
2023-DEP-41,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,34.77
2023-DEP-44,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,290.58
2023-DEP-79,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,26.97
2023-DEP-79,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,40.55
2023-DEP-91,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,138.17
2023-DEP-41,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,44.64
2023-DEP-91,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,191.22
2023-DEP-79,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,24.7
2023-DEP-41,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,114.27
2023-DEP-41,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,64.64
2023-DEP-44,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,229.7
2023-DEP-44,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,290.79
2023-DEP-44,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,272.69
2023-DEP-41,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,107.86
2023-DEP-91,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,169.43
2023-DEP-41,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,98.16
2023-DEP-47,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,28.17
2023-DEP-13,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,338.04
2023-DEP-02,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,36.02
2023-DEP-13,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,657.1
2023-DEP-79,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,40.71
2023-DEP-46,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,65.19
2023-DEP-46,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,21.9
2023-DEP-47,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,39.47
2023-DEP-46,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,68.71
2023-DEP-22,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,127.63
2023-DEP-91,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,139.64
2023-DEP-41,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,117.74
2023-DEP-79,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,49.59
2023-DEP-26,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,124.35
2023-DEP-02,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,34.43
2023-DEP-91,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,178.47
2023-DEP-91,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,165.8
2023-DEP-46,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,15.22
2023-DEP-44,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,179.99
2023-DEP-02,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,46.35
2023-DEP-27,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,33.64
2023-DEP-13,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,449.67
2023-DEP-47,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,36.72
2023-DEP-02,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,29.81
2023-DEP-26,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,72.92
2023-DEP-27,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,54.73
2023-DEP-47,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,42.66
2023-DEP-44,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,176.15
2023-DEP-22,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,59.91
2023-DEP-46,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,12.79
2023-DEP-46,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,53.95
2023-DEP-02,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,47.01
2023-DEP-26,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,162.14
2023-DEP-22,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,134.57
2023-DEP-44,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,219.39
2023-DEP-27,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,43.34
2023-DEP-13,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,674.05
2023-DEP-21,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,252.13
2023-DEP-21,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,146.29
2023-DEP-46,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,40.49
2023-DEP-22,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,128.6
2023-DEP-22,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,95.75
2023-DEP-27,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,34.69
2023-DEP-26,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,130.08
2023-DEP-47,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,26.5
2023-DEP-13,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,736.41
2023-DEP-13,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,360.67
2023-DEP-02,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,47.75
2023-DEP-26,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,66.71
2023-DEP-27,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,37.8
2023-DEP-27,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,54.83
2023-DEP-21,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,192.85
2023-DEP-47,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,48.13
2023-DEP-27,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,58.86
2023-DEP-02,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,25.61
2023-DEP-26,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,94.25
2023-DEP-47,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,32.77
2023-DEP-26,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,87.56
2023-DEP-21,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,193.06
2023-DEP-22,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,51.32
2023-DEP-22,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,80.23
2023-DEP-13,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,550.67
2023-DEP-21,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,307.1
2023-DEP-21,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,245.59
2023-DEP-21,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,125.97
2023-DEP-04,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,67.68
2023-DEP-04,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,52.28
2023-DEP-04,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,44.5
2023-DEP-04,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,106.35
2023-DEP-04,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,85.05
2023-DEP-04,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,43.03
2023-DEP-04,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,49.63
2023-DEP-28,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,42.83
2023-DEP-28,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,77.38
2023-DEP-28,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,54.58
2023-DEP-28,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,76.59
2023-DEP-63,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,171.31
2023-DEP-63,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,127.76
2023-DEP-28,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,50.11
2023-DEP-28,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,64.99
2023-DEP-63,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,180.08
2023-DEP-63,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,98.73
2023-DEP-63,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,218.99
2023-DEP-63,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,133.43
2023-DEP-28,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,37.35
2023-DEP-63,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,131.85
2023-DEP-18,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,48.56
2023-DEP-18,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,65.76
2023-DEP-18,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,38.81
2023-DEP-18,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,54.87
2023-DEP-67,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,329.46
2023-DEP-67,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,399.36
2023-DEP-18,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,40.25
2023-DEP-67,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,344.55
2023-DEP-18,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,63.47
2023-DEP-67,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,393.79
2023-DEP-18,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,80.4
2023-DEP-67,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,375.09
2023-DEP-67,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,222.61
2023-DEP-67,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,243.31
2023-DEP-23,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,9.33
2023-DEP-23,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,13.87
2023-DEP-50,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,48.61
2023-DEP-50,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,61.77
2023-DEP-50,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,124.88
2023-DEP-50,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,129.39
2023-DEP-50,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,126.51
2023-DEP-976,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,13.4
2023-DEP-50,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,94.84
2023-DEP-50,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,79.05
2023-DEP-23,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,9.27
2023-DEP-23,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,14.36
2023-DEP-23,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,6.7
2023-DEP-23,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,5.95
2023-DEP-976,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,16.6
2023-DEP-23,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,16.86
2023-DEP-976,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,14.04
2023-DEP-976,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,14.82
2023-DEP-93,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,345.73
